,2020-01-23,2020-02-21,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,Grand Total
M8W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0,2,1,2,0,1,0,3,0,0,0,3,2,5,1,4,1,1,0,0,0,0,1,0,1,0,2,0,1,2,0,2,1,0,0,1,1,2,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,3,0,1,0,0,2,1,0,1,0,0,0,0,1,3,0,3,0,1,0,2,0,100
M8X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,3,3,1,0,1,3,5,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,1,49
M8Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,3,1,2,1,3,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,3,0,0,0,0,1,2,1,1,1,5,0,1,1,0,1,3,1,2,90
M8Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,1,0,1,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,4,0,1,0,1,72
M9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,4,0,1,1,0,4,0,3,0,6,1,1,1,8,2,10,0,2,1,0,2,0,0,3,3,3,0,3,1,0,0,1,4,0,3,1,0,2,1,0,0,0,0,1,0,2,3,1,0,3,2,1,2,2,0,9,1,1,2,1,0,0,1,3,0,10,4,3,2,0,4,1,0,1,2,1,1,0,1,2,2,0,1,0,4,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,1,1,3,0,3,4,1,1,1,4,2,6,4,5,0,1,4,3,1,2,3,2,1,1,3,1,1,6,4,1,243
M9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,5,7,5,4,7,4,6,4,10,11,9,1,4,8,58,5,1,50,14,4,4,3,1,6,1,4,1,0,0,1,2,0,3,2,2,0,2,0,1,0,0,0,0,0,0,2,1,0,2,0,3,1,1,0,1,0,0,0,1,6,4,1,0,1,1,1,2,3,0,0,1,7,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,2,5,1,4,2,0,1,1,2,1,0,0,0,1,2,1,1,0,5,2,3,0,3,1,1,1,4,2,3,2,4,1,0,1,1,3,3,0,385
M9C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,2,0,0,1,1,2,6,2,0,0,5,4,2,0,2,2,4,4,4,2,2,25,1,8,13,3,1,4,3,1,0,1,2,7,2,1,3,6,0,0,1,1,0,3,0,0,1,0,4,1,0,1,0,1,0,1,1,1,1,0,0,1,1,9,0,0,0,3,1,2,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,1,0,1,0,1,0,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,4,2,1,7,1,5,6,2,4,2,0,3,3,5,2,3,1,1,2,5,7,3,2,5,1,276
M9L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,1,0,1,0,0,3,1,1,2,0,2,2,0,0,1,1,1,0,2,0,1,0,1,2,1,2,2,4,1,5,2,2,2,1,2,0,1,0,0,0,0,0,0,1,0,2,3,0,1,0,6,1,2,2,4,2,3,11,2,1,4,2,4,1,1,0,2,0,3,2,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,1,0,1,1,1,1,2,0,0,1,1,0,0,1,1,2,2,2,5,4,0,1,2,0,186
M9M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,1,2,1,0,4,0,2,3,1,2,4,0,3,4,2,1,3,2,5,6,1,4,6,4,1,1,4,3,2,4,0,4,0,1,3,3,3,9,3,1,2,0,0,5,4,3,4,0,2,3,12,2,0,7,4,7,7,5,1,3,3,2,3,2,3,0,0,0,4,3,1,0,1,0,0,0,0,0,2,0,0,2,8,2,0,0,0,1,3,1,0,0,1,2,0,0,0,0,1,3,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,2,3,1,0,0,0,0,1,2,1,3,1,2,0,2,0,2,1,3,1,3,0,1,1,1,1,3,5,2,1,3,1,0,2,1,2,2,5,1,2,1,6,3,1,318
M9N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,6,4,5,2,2,0,2,1,2,11,5,2,21,6,9,10,4,10,2,5,6,6,8,7,6,4,5,4,4,6,6,3,6,3,4,1,2,4,4,17,4,6,4,1,1,3,6,6,5,3,1,5,16,0,5,2,1,3,3,1,2,4,2,0,4,4,3,1,2,1,2,2,3,1,2,1,4,3,1,1,3,1,1,1,5,0,0,0,1,0,0,0,1,2,1,0,0,0,1,1,0,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,4,1,2,0,0,0,2,0,1,0,1,1,3,1,4,2,5,4,3,6,1,1,1,2,4,4,10,8,6,4,5,6,1,2,3,0,474
M9P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,4,2,0,3,1,4,2,3,10,5,1,23,15,1,4,5,1,1,2,4,4,1,1,4,6,1,1,2,5,5,6,1,0,0,3,0,1,7,0,9,0,2,0,2,12,4,1,0,1,2,0,1,0,1,0,10,3,0,1,1,6,1,0,0,3,0,2,4,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,1,1,5,2,1,0,1,4,2,0,4,5,1,0,2,3,0,3,3,2,0,288
M9R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,5,0,2,0,2,1,2,5,1,1,2,1,0,3,0,3,2,4,1,5,5,0,1,3,1,2,4,0,3,5,4,3,3,1,2,3,1,1,1,1,4,2,1,1,2,7,5,2,3,5,6,7,4,6,14,3,4,6,1,46,8,4,9,8,3,2,3,8,3,7,4,6,0,5,3,2,6,5,3,0,3,1,0,1,1,3,1,2,0,4,6,4,3,4,4,2,0,2,1,3,1,3,3,1,1,1,1,1,2,0,5,0,2,2,2,2,0,0,2,2,1,0,0,0,1,0,2,3,1,0,0,1,1,3,1,0,0,1,3,1,1,2,1,2,0,2,1,1,2,10,8,3,0,2,2,1,1,2,2,3,3,2,3,1,2,2,1,1,2,2,5,0,2,5,7,6,3,1,2,3,2,3,2,6,5,3,3,2,1,528
M9V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,2,1,3,1,2,1,3,2,3,4,5,2,4,3,7,9,2,1,8,7,6,4,6,7,4,8,8,0,1,7,5,13,6,6,7,16,6,5,6,13,19,2,9,8,9,17,12,11,13,14,16,9,11,16,10,19,14,13,9,15,13,63,19,10,16,25,11,18,15,9,15,14,4,17,5,7,4,8,8,6,5,6,5,6,2,7,7,6,2,7,4,1,4,10,3,4,2,5,0,3,0,1,2,3,4,2,2,9,2,5,3,3,3,1,2,1,1,1,3,3,0,3,0,0,2,0,1,2,0,2,1,1,0,0,0,0,2,3,0,0,0,0,1,0,3,1,0,4,1,1,6,0,1,1,3,3,3,0,7,1,3,8,1,1,8,3,6,2,4,2,1,5,6,3,6,9,5,4,6,0,4,7,6,2,4,6,3,8,12,8,3,1083
M9W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,2,3,5,3,4,3,1,4,4,3,5,2,2,5,10,6,1,7,4,2,6,8,12,3,3,2,3,2,5,4,2,5,7,4,2,1,9,3,3,4,1,2,1,1,3,1,4,5,8,8,8,13,10,10,5,8,6,1,2,2,35,4,11,4,7,8,7,6,6,1,5,0,4,2,1,1,2,1,4,1,2,2,2,3,0,4,1,1,6,0,2,0,2,1,0,2,0,1,1,2,1,1,3,2,2,1,0,2,3,0,1,1,0,1,2,0,0,0,1,1,0,0,2,0,0,0,6,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,2,1,0,1,0,1,1,0,1,2,1,1,0,0,2,1,0,4,0,3,4,2,6,2,3,1,4,1,9,2,1,3,2,5,4,6,2,12,6,3,6,5,5,6,10,4,2,584
(blank),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,1,3,6,11,8,4,10,6,3,4,5,1,2,5,5,11,4,12,2,4,3,9,8,10,11,6,7,15,4,9,2,3,3,7,6,1,4,5,0,4,3,4,4,5,3,1,5,1,7,5,12,4,8,4,5,5,18,7,10,3,6,6,12,7,6,3,9,3,3,13,22,9,6,1,3,4,1,3,3,2,3,1,0,5,3,1,0,1,0,1,3,1,3,0,2,1,1,0,0,4,0,1,1,2,0,1,0,1,0,0,0,0,4,2,1,2,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,3,0,3,1,4,3,3,1,0,1,0,1,2,0,0,3,1,1,2,3,1,3,5,0,2,1,7,1,1,0,0,3,2,2,3,4,0,2,1,8,8,4,6,5,4,632
Grand Total,2,1,1,1,1,1,1,2,1,1,2,2,2,2,4,3,7,11,24,14,10,17,22,19,36,42,56,21,40,51,53,42,122,111,47,40,78,91,106,120,116,126,74,123,196,163,174,145,133,171,267,218,236,293,365,170,207,306,208,224,204,182,140,111,162,192,166,214,195,154,150,159,167,172,128,150,127,152,107,98,169,127,137,186,186,176,185,206,163,146,174,149,174,129,157,171,433,184,125,171,172,188,146,127,138,99,103,86,137,90,82,93,68,71,88,76,55,67,58,44,54,57,71,44,77,55,59,52,93,90,57,32,48,33,31,39,46,49,37,35,26,28,33,38,42,27,38,29,30,30,19,34,25,17,13,14,18,17,18,15,17,13,21,21,20,27,22,17,13,11,18,25,25,19,21,21,19,28,31,30,24,22,33,35,23,40,45,38,51,29,36,43,35,56,41,44,55,59,62,80,66,77,108,72,66,111,91,159,141,185,137,131,160,181,182,197,261,260,219,290,297,291,258,247,230,97,21142
