"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147","COL148","COL149","COL150","COL151","COL152","COL153","COL154","COL155","COL156","COL157","COL158","COL159","COL160","COL161","COL162","COL163","COL164","COL165","COL166","COL167","COL168","COL169","COL170","COL171","COL172","COL173","COL174","COL175","COL176","COL177","COL178","COL179","COL180"
"M4P","M4P",20039.00,20040.00,40.80,100.00,11485.00,20005.00,1.70,18115.00,20035.00,18090.00,18090.00,18085.00,18085.00,11490.00,11485.00,18.10,3620.00,20.00,4000.00,20015.00,16995.00,2060.00,14935.00,3020.00,20015.00,11875.00,7320.00,1590.00,785.00,1515.00,1915.00,925.00,990.00,1515.00,820.00,7320.00,550.00,1215.00,1295.00,3595.00,665.00,7320.00,1245.00,90.00,105.00,35.00,80.00,0.00,130.00,85.00,35.00,110.00,265.00,300.00,2495.00,150.00,50.00,45.00,85.00,60.00,80.00,110.00,75.00,55.00,105.00,30.00,220.00,220.00,140.00,120.00,560.00,390.00,445.00,0.00,65.00,35.00,40.00,60.00,0.00,0.00,65.00,170.00,3080.00,10.00,35.00,450.00,140.00,275.00,645.00,0.00,70.00,235.00,25.00,70.00,560.00,40.00,25.00,20.00,10.00,460.00,45.00,1515.00,270.00,30.00,50.00,10.00,0.00,10.00,40.00,55.00,25.00,55.00,205.00,10.00,0.00,15.00,0.00,40.00,30.00,10.00,35.00,65.00,65.00,0.00,0.00,0.00,0.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,960.00,10.00,15.00,130.00,10.00,130.00,245.00,0.00,10.00,20.00,75.00,0.00,0.00,25.00,210.00,20.00,0.00,0.00,0.00,45.00,0.00,0.00,40.00,15.00,10.00,0.00,20015.00,8335.00,5020.00,6665.00,5790.00,3610.00,1665.00,1945.00,1310.00,775.00,95.00,11495.00,11495.00,18140.00,18135.00,10890.00,10895.00
"M4R","M4R",11394.00,11390.00,39.40,100.00,5035.00,11390.00,2.30,9420.00,11390.00,9415.00,9415.00,9415.00,9415.00,5035.00,5040.00,9.30,1060.00,9.90,1125.00,11630.00,10440.00,2315.00,8130.00,1195.00,11635.00,8210.00,3030.00,1010.00,295.00,480.00,710.00,315.00,395.00,540.00,395.00,3030.00,390.00,595.00,545.00,1305.00,195.00,3030.00,610.00,65.00,40.00,10.00,30.00,10.00,30.00,40.00,10.00,45.00,225.00,115.00,1100.00,25.00,0.00,35.00,65.00,20.00,55.00,55.00,95.00,0.00,55.00,0.00,30.00,80.00,45.00,45.00,265.00,220.00,90.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,25.00,35.00,1215.00,0.00,10.00,260.00,45.00,100.00,215.00,0.00,30.00,45.00,65.00,30.00,135.00,25.00,20.00,30.00,15.00,195.00,20.00,540.00,115.00,10.00,10.00,0.00,0.00,0.00,10.00,50.00,0.00,20.00,115.00,0.00,0.00,10.00,0.00,0.00,20.00,30.00,10.00,40.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,60.00,0.00,45.00,60.00,0.00,10.00,0.00,0.00,0.00,0.00,30.00,25.00,10.00,0.00,0.00,0.00,40.00,0.00,0.00,10.00,0.00,0.00,0.00,11630.00,3625.00,3125.00,4880.00,2065.00,1385.00,540.00,845.00,465.00,195.00,15.00,5050.00,5055.00,9590.00,9590.00,5370.00,5375.00
"M4S","M4S",26506.00,26505.00,41.10,100.00,13395.00,25780.00,1.90,22980.00,26125.00,22255.00,22255.00,22255.00,22255.00,13395.00,13395.00,12.80,3290.00,14.50,3745.00,25695.00,22080.00,3635.00,18445.00,3610.00,25690.00,16050.00,8410.00,2160.00,1080.00,1505.00,1945.00,890.00,1055.00,1720.00,1230.00,8410.00,855.00,1395.00,1540.00,4040.00,575.00,8410.00,1260.00,70.00,80.00,10.00,85.00,0.00,125.00,85.00,70.00,110.00,385.00,240.00,3055.00,75.00,55.00,70.00,145.00,100.00,80.00,110.00,95.00,50.00,185.00,55.00,200.00,290.00,225.00,130.00,800.00,380.00,500.00,10.00,60.00,25.00,15.00,0.00,20.00,10.00,185.00,175.00,3555.00,10.00,70.00,400.00,135.00,550.00,710.00,0.00,110.00,330.00,60.00,60.00,530.00,55.00,25.00,25.00,35.00,455.00,40.00,1720.00,190.00,20.00,15.00,0.00,0.00,0.00,25.00,70.00,0.00,60.00,305.00,25.00,25.00,55.00,0.00,10.00,65.00,20.00,40.00,50.00,65.00,10.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,25.00,1150.00,0.00,10.00,75.00,0.00,340.00,310.00,0.00,0.00,30.00,115.00,10.00,0.00,15.00,85.00,10.00,0.00,15.00,10.00,55.00,0.00,10.00,55.00,10.00,0.00,10.00,25690.00,9870.00,6720.00,9095.00,6365.00,4300.00,2030.00,2270.00,1460.00,590.00,20.00,13400.00,13400.00,22190.00,22195.00,13555.00,13550.00
"M4T","M4T",10463.00,10465.00,44.40,100.00,5215.00,10370.00,2.00,9090.00,10435.00,9000.00,8995.00,9000.00,9000.00,5215.00,5210.00,9.40,970.00,10.10,1045.00,10400.00,9560.00,1575.00,7985.00,840.00,10400.00,7635.00,2495.00,975.00,250.00,395.00,520.00,245.00,280.00,350.00,265.00,2495.00,250.00,425.00,470.00,1205.00,140.00,2495.00,555.00,55.00,60.00,10.00,0.00,0.00,35.00,45.00,15.00,20.00,235.00,70.00,1000.00,0.00,10.00,45.00,30.00,30.00,55.00,40.00,25.00,0.00,45.00,25.00,60.00,55.00,40.00,10.00,320.00,200.00,180.00,0.00,20.00,10.00,15.00,10.00,15.00,10.00,75.00,40.00,745.00,0.00,10.00,95.00,80.00,105.00,135.00,10.00,15.00,55.00,30.00,20.00,90.00,0.00,10.00,10.00,10.00,80.00,10.00,345.00,100.00,15.00,20.00,0.00,0.00,0.00,10.00,40.00,0.00,15.00,75.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,15.00,35.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,155.00,0.00,0.00,35.00,0.00,35.00,60.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,10395.00,2960.00,2620.00,4825.00,1535.00,1090.00,560.00,525.00,350.00,85.00,10.00,5210.00,5210.00,9030.00,9030.00,4840.00,4840.00
"M4V","M4V",18241.00,18240.00,44.90,100.00,9665.00,17915.00,1.90,16370.00,18240.00,16055.00,16055.00,16055.00,16055.00,9665.00,9665.00,11.40,2035.00,12.30,2205.00,17940.00,16115.00,2030.00,14090.00,1825.00,17945.00,12300.00,5050.00,1890.00,530.00,845.00,960.00,390.00,570.00,830.00,600.00,5050.00,610.00,995.00,950.00,2145.00,355.00,5045.00,1135.00,50.00,60.00,0.00,10.00,10.00,100.00,65.00,20.00,30.00,510.00,280.00,1955.00,65.00,45.00,50.00,125.00,30.00,90.00,75.00,85.00,25.00,75.00,55.00,160.00,110.00,95.00,60.00,590.00,230.00,325.00,10.00,45.00,10.00,10.00,10.00,0.00,0.00,145.00,85.00,1590.00,15.00,50.00,245.00,105.00,225.00,220.00,15.00,60.00,80.00,10.00,35.00,175.00,35.00,20.00,40.00,15.00,230.00,40.00,825.00,200.00,10.00,20.00,10.00,0.00,0.00,20.00,65.00,45.00,25.00,180.00,20.00,0.00,30.00,0.00,0.00,25.00,0.00,25.00,65.00,45.00,0.00,0.00,0.00,0.00,15.00,0.00,15.00,10.00,10.00,0.00,0.00,0.00,15.00,395.00,0.00,10.00,65.00,0.00,70.00,115.00,0.00,10.00,15.00,30.00,0.00,0.00,0.00,40.00,0.00,0.00,10.00,0.00,0.00,15.00,0.00,25.00,10.00,10.00,0.00,17945.00,5890.00,4855.00,7200.00,3210.00,2065.00,945.00,1115.00,835.00,275.00,35.00,9720.00,9725.00,16025.00,16025.00,9010.00,9005.00
"M4W","M4W",14561.00,14560.00,45.30,100.00,7270.00,14280.00,2.00,13015.00,14495.00,12735.00,12735.00,12735.00,12735.00,7270.00,7270.00,12.10,1730.00,12.70,1810.00,14385.00,12630.00,1735.00,10890.00,1750.00,14385.00,9205.00,4490.00,1690.00,565.00,700.00,910.00,375.00,540.00,620.00,685.00,4490.00,405.00,875.00,960.00,1915.00,330.00,4490.00,850.00,55.00,50.00,10.00,35.00,0.00,65.00,55.00,25.00,45.00,390.00,125.00,1585.00,20.00,10.00,65.00,155.00,50.00,85.00,50.00,85.00,30.00,50.00,15.00,95.00,95.00,40.00,30.00,525.00,200.00,250.00,0.00,45.00,35.00,10.00,15.00,0.00,0.00,90.00,35.00,1765.00,10.00,15.00,305.00,190.00,190.00,170.00,20.00,50.00,135.00,30.00,45.00,180.00,35.00,10.00,40.00,30.00,310.00,40.00,620.00,120.00,15.00,0.00,0.00,0.00,0.00,15.00,70.00,10.00,15.00,115.00,0.00,10.00,0.00,0.00,10.00,30.00,0.00,30.00,45.00,25.00,10.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,350.00,0.00,0.00,65.00,0.00,55.00,25.00,0.00,15.00,10.00,25.00,0.00,0.00,0.00,45.00,15.00,10.00,0.00,10.00,55.00,0.00,0.00,15.00,10.00,10.00,0.00,14380.00,5390.00,3625.00,5360.00,2870.00,1925.00,835.00,1095.00,665.00,250.00,25.00,7260.00,7260.00,12850.00,12855.00,6525.00,6530.00
"M4X","M4X",20822.00,20820.00,39.70,100.00,10305.00,20280.00,2.00,18185.00,20510.00,17645.00,17640.00,17640.00,17640.00,10310.00,10305.00,32.20,6520.00,35.30,7165.00,20285.00,15770.00,2610.00,13160.00,4515.00,20285.00,8820.00,10135.00,1260.00,1200.00,2255.00,3010.00,1380.00,1625.00,2410.00,1330.00,10135.00,705.00,1165.00,1810.00,5395.00,1065.00,10135.00,1335.00,75.00,75.00,35.00,140.00,10.00,180.00,90.00,35.00,150.00,220.00,335.00,1300.00,25.00,40.00,35.00,70.00,30.00,60.00,10.00,15.00,45.00,95.00,35.00,35.00,170.00,60.00,50.00,325.00,205.00,1135.00,10.00,70.00,440.00,30.00,45.00,30.00,85.00,20.00,410.00,6345.00,55.00,260.00,475.00,40.00,700.00,210.00,35.00,20.00,185.00,25.00,205.00,2415.00,585.00,35.00,10.00,160.00,935.00,20.00,2410.00,225.00,25.00,15.00,10.00,0.00,25.00,30.00,15.00,40.00,65.00,110.00,20.00,10.00,0.00,0.00,10.00,15.00,10.00,15.00,35.00,215.00,0.00,10.00,10.00,0.00,10.00,15.00,65.00,15.00,10.00,10.00,0.00,0.00,85.00,1865.00,15.00,50.00,55.00,0.00,430.00,110.00,10.00,0.00,0.00,25.00,0.00,390.00,50.00,630.00,0.00,15.00,10.00,0.00,10.00,10.00,0.00,35.00,0.00,0.00,0.00,20285.00,11595.00,4535.00,4155.00,8935.00,4420.00,2355.00,2065.00,2560.00,1885.00,75.00,10300.00,10300.00,17645.00,17645.00,9775.00,9780.00
"M4Y","M4Y",30472.00,30470.00,39.10,100.00,19665.00,30040.00,1.50,29140.00,30210.00,28735.00,28730.00,28730.00,28735.00,19665.00,19665.00,27.30,8195.00,28.30,8510.00,29755.00,23005.00,1120.00,21885.00,6750.00,29755.00,15530.00,10620.00,1915.00,1235.00,2135.00,2935.00,1330.00,1605.00,2395.00,3605.00,10625.00,1020.00,2260.00,2205.00,4460.00,670.00,10625.00,1780.00,135.00,95.00,30.00,125.00,10.00,140.00,180.00,100.00,145.00,445.00,385.00,2800.00,40.00,55.00,170.00,135.00,45.00,60.00,75.00,70.00,60.00,190.00,70.00,130.00,355.00,90.00,180.00,655.00,425.00,600.00,0.00,120.00,40.00,45.00,15.00,75.00,40.00,100.00,160.00,5390.00,10.00,55.00,1270.00,375.00,650.00,505.00,15.00,90.00,350.00,135.00,235.00,590.00,85.00,30.00,205.00,105.00,705.00,45.00,2395.00,345.00,50.00,30.00,20.00,0.00,0.00,55.00,100.00,25.00,65.00,430.00,55.00,25.00,30.00,0.00,0.00,70.00,30.00,35.00,180.00,170.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,30.00,10.00,25.00,0.00,25.00,1420.00,0.00,25.00,360.00,15.00,335.00,180.00,10.00,0.00,30.00,70.00,45.00,0.00,75.00,80.00,15.00,0.00,10.00,15.00,30.00,15.00,10.00,105.00,25.00,30.00,0.00,29755.00,14465.00,6305.00,8980.00,8840.00,6110.00,2435.00,3675.00,1835.00,850.00,50.00,19490.00,19490.00,28510.00,28515.00,17035.00,17040.00
"M5A","M5A",41078.00,41080.00,39.30,100.00,22335.00,39020.00,1.70,37060.00,39400.00,35110.00,35110.00,35115.00,35115.00,22330.00,22335.00,28.20,11010.00,31.70,12375.00,38930.00,34690.00,4340.00,30350.00,4240.00,38930.00,22970.00,14730.00,2750.00,2255.00,3925.00,4010.00,2145.00,1865.00,1790.00,1230.00,14735.00,1390.00,2855.00,3035.00,6295.00,1160.00,14730.00,2465.00,105.00,115.00,75.00,270.00,10.00,425.00,160.00,60.00,235.00,455.00,555.00,2800.00,40.00,40.00,120.00,135.00,75.00,55.00,115.00,85.00,40.00,175.00,135.00,115.00,250.00,105.00,150.00,770.00,400.00,2240.00,30.00,95.00,590.00,85.00,40.00,105.00,365.00,90.00,850.00,7115.00,75.00,1065.00,1250.00,375.00,465.00,350.00,65.00,65.00,185.00,50.00,350.00,825.00,560.00,55.00,70.00,720.00,585.00,110.00,1790.00,245.00,10.00,15.00,20.00,0.00,25.00,15.00,65.00,25.00,60.00,295.00,55.00,10.00,35.00,0.00,0.00,65.00,10.00,55.00,75.00,320.00,15.00,15.00,10.00,10.00,30.00,30.00,75.00,10.00,45.00,10.00,10.00,0.00,70.00,895.00,10.00,110.00,150.00,10.00,155.00,60.00,10.00,20.00,10.00,35.00,0.00,10.00,30.00,135.00,20.00,25.00,35.00,0.00,0.00,0.00,20.00,35.00,35.00,35.00,0.00,38930.00,16265.00,10795.00,11870.00,12230.00,4970.00,2200.00,2775.00,3805.00,3280.00,170.00,22310.00,22310.00,35085.00,35085.00,20480.00,20485.00
"M5B","M5B",12785.00,12785.00,36.60,100.00,7060.00,11890.00,1.70,12065.00,12500.00,11195.00,11190.00,11195.00,11195.00,7055.00,7060.00,32.20,3825.00,32.70,3885.00,12060.00,9410.00,765.00,8645.00,2650.00,12055.00,5735.00,4935.00,755.00,670.00,1165.00,1590.00,795.00,790.00,760.00,1385.00,4935.00,435.00,1045.00,1025.00,2055.00,370.00,4935.00,750.00,40.00,50.00,0.00,70.00,15.00,85.00,50.00,15.00,95.00,155.00,170.00,800.00,30.00,25.00,30.00,55.00,10.00,20.00,45.00,45.00,10.00,55.00,15.00,30.00,90.00,40.00,55.00,170.00,80.00,445.00,0.00,50.00,50.00,25.00,10.00,15.00,25.00,20.00,245.00,2910.00,15.00,55.00,650.00,175.00,325.00,215.00,30.00,30.00,390.00,20.00,120.00,230.00,80.00,0.00,120.00,120.00,340.00,25.00,760.00,95.00,20.00,10.00,0.00,0.00,10.00,25.00,10.00,10.00,20.00,85.00,10.00,0.00,15.00,0.00,0.00,0.00,10.00,25.00,30.00,85.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,65.00,475.00,0.00,0.00,155.00,0.00,105.00,75.00,10.00,0.00,0.00,15.00,0.00,0.00,20.00,20.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,40.00,10.00,0.00,0.00,12055.00,6455.00,2720.00,2885.00,4235.00,2650.00,965.00,1690.00,1015.00,485.00,85.00,7125.00,7120.00,11250.00,11250.00,6385.00,6385.00
"M5C","M5C",2951.00,2950.00,39.80,100.00,1725.00,2760.00,1.60,2795.00,2770.00,2605.00,2610.00,2610.00,2610.00,1720.00,1720.00,14.30,395.00,14.50,400.00,2795.00,2505.00,130.00,2370.00,295.00,2795.00,1700.00,990.00,165.00,170.00,280.00,270.00,135.00,135.00,105.00,105.00,995.00,160.00,235.00,160.00,380.00,60.00,995.00,160.00,0.00,10.00,0.00,15.00,0.00,30.00,20.00,0.00,10.00,25.00,50.00,255.00,15.00,0.00,20.00,15.00,0.00,0.00,10.00,25.00,10.00,25.00,0.00,20.00,20.00,10.00,0.00,65.00,45.00,120.00,0.00,10.00,35.00,15.00,0.00,0.00,15.00,0.00,40.00,445.00,0.00,30.00,70.00,60.00,40.00,50.00,10.00,15.00,20.00,0.00,10.00,35.00,15.00,0.00,20.00,15.00,60.00,10.00,105.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,35.00,10.00,10.00,0.00,0.00,10.00,0.00,0.00,10.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,10.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,2795.00,1120.00,805.00,870.00,835.00,410.00,170.00,245.00,250.00,155.00,15.00,1760.00,1765.00,2685.00,2685.00,1880.00,1880.00
"M5E","M5E",9118.00,9120.00,40.00,100.00,5680.00,9095.00,1.60,8640.00,9100.00,8620.00,8620.00,8615.00,8615.00,5685.00,5680.00,13.00,1185.00,14.00,1270.00,9230.00,7955.00,505.00,7455.00,1270.00,9225.00,5295.00,3405.00,735.00,535.00,755.00,795.00,450.00,345.00,585.00,530.00,3405.00,365.00,700.00,660.00,1445.00,235.00,3405.00,505.00,10.00,25.00,15.00,60.00,0.00,60.00,35.00,15.00,75.00,115.00,100.00,815.00,0.00,0.00,30.00,45.00,15.00,15.00,20.00,25.00,10.00,30.00,40.00,30.00,85.00,10.00,65.00,280.00,105.00,255.00,10.00,10.00,60.00,20.00,0.00,10.00,0.00,40.00,105.00,1800.00,10.00,0.00,335.00,170.00,300.00,160.00,20.00,30.00,90.00,35.00,120.00,140.00,40.00,0.00,70.00,20.00,245.00,20.00,590.00,80.00,0.00,0.00,0.00,0.00,10.00,10.00,25.00,15.00,25.00,125.00,15.00,10.00,0.00,0.00,0.00,10.00,15.00,30.00,40.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,345.00,0.00,0.00,75.00,0.00,100.00,55.00,10.00,10.00,0.00,15.00,0.00,10.00,20.00,10.00,0.00,10.00,0.00,0.00,15.00,0.00,0.00,25.00,0.00,0.00,0.00,9225.00,4015.00,2565.00,2645.00,2720.00,1810.00,735.00,1070.00,630.00,265.00,20.00,5705.00,5710.00,8715.00,8715.00,5990.00,5985.00
"M5G","M5G",8423.00,8425.00,32.90,100.00,4925.00,8355.00,1.70,7805.00,8370.00,7765.00,7765.00,7765.00,7765.00,4930.00,4925.00,36.50,3050.00,37.30,3120.00,8295.00,5730.00,405.00,5320.00,2565.00,8295.00,3230.00,3435.00,375.00,335.00,900.00,1205.00,490.00,710.00,630.00,1625.00,3440.00,285.00,1040.00,635.00,1150.00,330.00,3435.00,335.00,40.00,20.00,0.00,40.00,10.00,40.00,10.00,0.00,30.00,75.00,75.00,380.00,10.00,0.00,0.00,10.00,20.00,15.00,10.00,0.00,0.00,35.00,20.00,0.00,50.00,10.00,10.00,105.00,65.00,175.00,0.00,25.00,10.00,15.00,0.00,10.00,15.00,40.00,60.00,2540.00,10.00,20.00,835.00,225.00,170.00,125.00,20.00,45.00,215.00,10.00,125.00,125.00,25.00,15.00,275.00,70.00,235.00,10.00,625.00,70.00,10.00,0.00,0.00,0.00,0.00,10.00,20.00,10.00,25.00,35.00,0.00,10.00,10.00,0.00,0.00,10.00,0.00,10.00,10.00,25.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,490.00,0.00,0.00,250.00,0.00,55.00,40.00,10.00,10.00,10.00,0.00,0.00,0.00,35.00,0.00,10.00,10.00,10.00,10.00,20.00,0.00,0.00,25.00,0.00,0.00,0.00,8295.00,5180.00,1720.00,1395.00,3110.00,2340.00,575.00,1765.00,595.00,160.00,20.00,4920.00,4925.00,7720.00,7725.00,4275.00,4275.00
"M5H","M5H",2005.00,2005.00,35.80,100.00,1245.00,1960.00,1.60,1925.00,2005.00,1880.00,1880.00,1880.00,1885.00,1245.00,1245.00,16.80,330.00,17.90,350.00,1935.00,1625.00,75.00,1545.00,310.00,1935.00,1040.00,765.00,50.00,130.00,220.00,215.00,150.00,65.00,145.00,125.00,765.00,85.00,255.00,120.00,275.00,35.00,765.00,95.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,45.00,15.00,185.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,10.00,25.00,30.00,20.00,15.00,40.00,10.00,70.00,0.00,15.00,0.00,0.00,10.00,10.00,0.00,20.00,10.00,405.00,0.00,15.00,85.00,35.00,30.00,30.00,0.00,0.00,50.00,0.00,30.00,25.00,0.00,0.00,40.00,0.00,50.00,10.00,145.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,40.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,20.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,60.00,0.00,15.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,10.00,0.00,1935.00,905.00,550.00,475.00,715.00,610.00,180.00,430.00,70.00,30.00,0.00,1250.00,1250.00,1860.00,1860.00,1285.00,1280.00
"M5J","M5J",14545.00,14545.00,38.50,100.00,8650.00,14475.00,1.70,13645.00,14545.00,13580.00,13575.00,13575.00,13580.00,8650.00,8650.00,13.90,2015.00,14.60,2110.00,14220.00,11545.00,735.00,10810.00,2675.00,14225.00,7165.00,5960.00,1180.00,705.00,1330.00,1470.00,730.00,735.00,1270.00,1095.00,5960.00,560.00,1205.00,1280.00,2430.00,490.00,5960.00,710.00,65.00,35.00,10.00,30.00,0.00,90.00,40.00,10.00,90.00,185.00,155.00,1365.00,15.00,45.00,70.00,65.00,40.00,40.00,60.00,45.00,10.00,65.00,25.00,100.00,135.00,25.00,60.00,400.00,160.00,370.00,10.00,95.00,25.00,40.00,0.00,50.00,0.00,65.00,85.00,3475.00,15.00,25.00,875.00,300.00,665.00,275.00,30.00,65.00,150.00,85.00,165.00,185.00,60.00,40.00,90.00,55.00,400.00,40.00,1275.00,155.00,15.00,15.00,0.00,0.00,0.00,15.00,50.00,20.00,45.00,195.00,25.00,20.00,55.00,0.00,0.00,0.00,15.00,35.00,45.00,75.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,25.00,835.00,0.00,10.00,265.00,0.00,275.00,65.00,15.00,0.00,10.00,15.00,20.00,10.00,35.00,15.00,10.00,10.00,0.00,0.00,10.00,10.00,10.00,40.00,15.00,15.00,0.00,14220.00,7180.00,3400.00,3635.00,4850.00,3535.00,1415.00,2120.00,955.00,320.00,40.00,8575.00,8575.00,13465.00,13460.00,8910.00,8905.00
"M5K","M5K",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M5L","M5L",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M5M","M5M",25975.00,25975.00,39.10,100.00,9405.00,25905.00,2.80,20485.00,25955.00,20425.00,20420.00,20420.00,20420.00,9410.00,9410.00,6.70,1745.00,7.60,1980.00,25815.00,24000.00,6220.00,17780.00,1815.00,25810.00,18785.00,6640.00,2445.00,860.00,1035.00,1375.00,605.00,770.00,925.00,385.00,6640.00,785.00,1310.00,1315.00,2770.00,465.00,6640.00,990.00,20.00,55.00,35.00,30.00,0.00,80.00,65.00,45.00,15.00,435.00,225.00,2350.00,10.00,25.00,45.00,135.00,150.00,75.00,65.00,205.00,40.00,150.00,55.00,60.00,170.00,85.00,110.00,590.00,370.00,340.00,0.00,40.00,15.00,20.00,30.00,10.00,0.00,175.00,40.00,2910.00,10.00,0.00,455.00,245.00,140.00,365.00,10.00,25.00,195.00,20.00,40.00,855.00,15.00,20.00,60.00,55.00,410.00,50.00,930.00,60.00,0.00,10.00,0.00,0.00,0.00,10.00,20.00,10.00,15.00,130.00,0.00,0.00,10.00,0.00,0.00,15.00,10.00,30.00,70.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,725.00,0.00,0.00,110.00,0.00,0.00,85.00,0.00,10.00,15.00,10.00,0.00,0.00,0.00,395.00,10.00,0.00,10.00,15.00,45.00,10.00,0.00,10.00,0.00,10.00,0.00,25815.00,7310.00,7615.00,10885.00,4320.00,2750.00,1195.00,1550.00,1170.00,350.00,50.00,9460.00,9460.00,20445.00,20450.00,11065.00,11070.00
